order_item_id,order_id,product_id,quantity,unit_price_gbp,unit_cost_gbp,discount_pct
157,10104,9,1,85.0,43.0,0.15
158,10105,3,1,380.0,270.0,0.0
159,10105,10,1,35.0,15.0,0.05
160,10106,6,2,195.0,112.0,0.2
161,10106,5,1,280.0,175.0,0.1
162,10107,8,2,70.0,33.0,0.05
163,10108,6,1,195.0,112.0,0.15
164,10109,10,1,35.0,15.0,0.05
165,10110,5,2,280.0,175.0,0.05
166,10111,7,1,55.0,26.0,0.0
167,10112,3,2,380.0,270.0,0.05
168,10113,7,2,55.0,26.0,0.0
169,10114,3,1,380.0,270.0,0.0
170,10115,10,1,35.0,15.0,0.0
171,10115,6,1,195.0,112.0,0.0
172,10115,5,1,280.0,175.0,0.0
173,10116,4,1,115.0,62.0,0.0
174,10116,10,1,35.0,15.0,0.1
175,10117,7,1,55.0,26.0,0.05
176,10117,11,1,48.0,22.0,0.0
177,10118,9,1,85.0,43.0,0.15
178,10119,1,2,850.0,610.0,0.0
179,10119,9,1,85.0,43.0,0.15
180,10120,2,1,250.0,175.0,0.05
181,10120,11,1,48.0,22.0,0.1
182,10121,7,1,55.0,26.0,0.0
183,10122,12,2,18.0,7.0,0.05
184,10122,10,1,35.0,15.0,0.1
185,10122,6,2,195.0,112.0,0.0
186,10123,4,3,115.0,62.0,0.1
187,10124,4,1,115.0,62.0,0.0
188,10124,3,1,380.0,270.0,0.05
189,10125,12,1,18.0,7.0,0.15
190,10126,3,1,380.0,270.0,0.0
191,10126,11,1,48.0,22.0,0.0
192,10127,1,1,850.0,610.0,0.0
193,10128,3,1,380.0,270.0,0.0
194,10129,3,1,380.0,270.0,0.0
195,10129,5,1,280.0,175.0,0.1
196,10129,7,1,55.0,26.0,0.2
197,10130,11,1,48.0,22.0,0.0
198,10130,4,2,115.0,62.0,0.0
199,10131,9,1,85.0,43.0,0.1
200,10132,7,2,55.0,26.0,0.1
201,10133,2,1,250.0,175.0,0.05
202,10133,7,2,55.0,26.0,0.1
203,10134,5,1,280.0,175.0,0.15
204,10135,9,1,85.0,43.0,0.05
205,10135,10,1,35.0,15.0,0.1
206,10136,3,2,380.0,270.0,0.2
207,10137,3,1,380.0,270.0,0.05
208,10138,2,2,250.0,175.0,0.0
209,10138,7,1,55.0,26.0,0.0
210,10138,4,2,115.0,62.0,0.15
211,10139,1,1,850.0,610.0,0.1
212,10140,12,1,18.0,7.0,0.0
213,10141,10,1,35.0,15.0,0.0
214,10141,11,1,48.0,22.0,0.05
215,10142,8,2,70.0,33.0,0.1
216,10143,3,1,380.0,270.0,0.0
217,10144,3,1,380.0,270.0,0.0
218,10145,8,2,70.0,33.0,0.0
219,10145,6,1,195.0,112.0,0.15
220,10145,10,1,35.0,15.0,0.1
221,10146,4,2,115.0,62.0,0.0
222,10146,10,1,35.0,15.0,0.1
223,10147,10,1,35.0,15.0,0.0
224,10147,9,1,85.0,43.0,0.1
225,10148,1,2,850.0,610.0,0.0
226,10149,1,1,850.0,610.0,0.0
227,10150,3,1,380.0,270.0,0.15
228,10150,4,1,115.0,62.0,0.05
229,10151,4,2,115.0,62.0,0.0
230,10151,8,1,70.0,33.0,0.15
231,10152,6,1,195.0,112.0,0.05
232,10152,10,1,35.0,15.0,0.1
233,10153,7,1,55.0,26.0,0.0
234,10153,11,1,48.0,22.0,0.15
235,10154,11,1,48.0,22.0,0.05
236,10155,2,1,250.0,175.0,0.0
237,10156,7,1,55.0,26.0,0.0
238,10156,4,3,115.0,62.0,0.0
239,10157,5,1,280.0,175.0,0.1
240,10157,7,2,55.0,26.0,0.1
241,10157,1,1,850.0,610.0,0.0
242,10158,6,1,195.0,112.0,0.0
243,10158,5,1,280.0,175.0,0.0
244,10159,8,1,70.0,33.0,0.05
245,10160,7,1,55.0,26.0,0.1
246,10160,2,2,250.0,175.0,0.1
247,10161,3,2,380.0,270.0,0.0
248,10161,8,1,70.0,33.0,0.0
249,10162,8,2,70.0,33.0,0.15
250,10163,7,1,55.0,26.0,0.1
251,10163,2,1,250.0,175.0,0.0
252,10163,11,1,48.0,22.0,0.2
253,10164,2,1,250.0,175.0,0.0
254,10165,3,1,380.0,270.0,0.15
255,10166,3,1,380.0,270.0,0.0
256,10167,7,1,55.0,26.0,0.1
257,10168,1,1,850.0,610.0,0.05
258,10169,10,1,35.0,15.0,0.0
259,10169,5,1,280.0,175.0,0.1
260,10170,1,1,850.0,610.0,0.0
261,10171,4,1,115.0,62.0,0.05
262,10171,12,1,18.0,7.0,0.0
263,10172,2,2,250.0,175.0,0.05
264,10173,1,1,850.0,610.0,0.1
265,10174,3,2,380.0,270.0,0.0
266,10174,12,1,18.0,7.0,0.05
267,10175,1,2,850.0,610.0,0.15
268,10176,3,1,380.0,270.0,0.05
269,10176,8,1,70.0,33.0,0.1
270,10177,7,1,55.0,26.0,0.15
271,10178,2,1,250.0,175.0,0.0
272,10178,11,2,48.0,22.0,0.0
273,10178,4,1,115.0,62.0,0.05
274,10179,5,1,280.0,175.0,0.1
275,10179,6,1,195.0,112.0,0.1
276,10180,12,1,18.0,7.0,0.05
277,10181,7,2,55.0,26.0,0.0
278,10181,10,3,35.0,15.0,0.0
279,10182,12,1,18.0,7.0,0.1
280,10182,11,3,48.0,22.0,0.0
281,10183,4,1,115.0,62.0,0.05
282,10184,4,2,115.0,62.0,0.2
283,10185,9,2,85.0,43.0,0.0
284,10185,11,1,48.0,22.0,0.0
285,10186,3,1,380.0,270.0,0.0
286,10187,11,1,48.0,22.0,0.05
287,10188,12,1,18.0,7.0,0.1
288,10189,5,1,280.0,175.0,0.1
289,10190,1,1,850.0,610.0,0.05
290,10190,6,2,195.0,112.0,0.05
291,10190,9,3,85.0,43.0,0.05
292,10191,6,1,195.0,112.0,0.0
293,10192,3,1,380.0,270.0,0.05
294,10193,12,1,18.0,7.0,0.0
295,10194,9,1,85.0,43.0,0.0
296,10195,2,1,250.0,175.0,0.15
297,10196,3,1,380.0,270.0,0.1
298,10197,10,1,35.0,15.0,0.1
299,10197,5,1,280.0,175.0,0.15
300,10197,4,2,115.0,62.0,0.1
301,10198,2,1,250.0,175.0,0.0
302,10199,3,1,380.0,270.0,0.05
303,10200,6,2,195.0,112.0,0.0
304,10201,8,2,70.0,33.0,0.0
305,10202,11,3,48.0,22.0,0.05
306,10202,6,1,195.0,112.0,0.05
307,10202,1,1,850.0,610.0,0.0
308,10203,5,1,280.0,175.0,0.15
309,10204,9,1,85.0,43.0,0.0
310,10204,4,1,115.0,62.0,0.1
311,10205,2,1,250.0,175.0,0.05
312,10205,3,2,380.0,270.0,0.05
313,10206,10,2,35.0,15.0,0.0
314,10207,3,2,380.0,270.0,0.0
315,10207,11,1,48.0,22.0,0.15
316,10208,9,1,85.0,43.0,0.05
317,10209,11,2,48.0,22.0,0.1
318,10210,4,1,115.0,62.0,0.1
319,10211,3,1,380.0,270.0,0.0
320,10212,4,1,115.0,62.0,0.0
321,10212,9,1,85.0,43.0,0.1
322,10213,9,1,85.0,43.0,0.2
323,10214,9,1,85.0,43.0,0.0
324,10215,12,1,18.0,7.0,0.05
325,10216,9,1,85.0,43.0,0.0
326,10217,8,1,70.0,33.0,0.1
327,10218,11,2,48.0,22.0,0.1
328,10218,10,2,35.0,15.0,0.0
329,10219,12,1,18.0,7.0,0.1
330,10219,5,2,280.0,175.0,0.15
331,10219,9,2,85.0,43.0,0.15
332,10220,8,3,70.0,33.0,0.0
333,10221,5,1,280.0,175.0,0.0
334,10221,9,1,85.0,43.0,0.15
335,10222,4,1,115.0,62.0,0.0
336,10222,5,2,280.0,175.0,0.15
337,10223,7,1,55.0,26.0,0.0
338,10223,2,1,250.0,175.0,0.05
339,10224,10,2,35.0,15.0,0.1
340,10225,7,1,55.0,26.0,0.15
341,10225,12,1,18.0,7.0,0.0
342,10226,1,1,850.0,610.0,0.05
343,10226,2,1,250.0,175.0,0.15
344,10227,6,2,195.0,112.0,0.0
345,10228,8,1,70.0,33.0,0.0
346,10229,10,1,35.0,15.0,0.0
347,10230,3,2,380.0,270.0,0.05
348,10231,4,1,115.0,62.0,0.15
349,10231,12,2,18.0,7.0,0.0
350,10232,9,1,85.0,43.0,0.0
351,10232,3,1,380.0,270.0,0.15
352,10233,7,1,55.0,26.0,0.15
353,10233,2,1,250.0,175.0,0.0
354,10234,10,1,35.0,15.0,0.15
355,10235,8,2,70.0,33.0,0.15
356,10236,2,1,250.0,175.0,0.0
357,10236,5,1,280.0,175.0,0.05
358,10237,11,2,48.0,22.0,0.05
359,10238,1,1,850.0,610.0,0.0
360,10238,7,1,55.0,26.0,0.1
361,10238,8,1,70.0,33.0,0.05
362,10239,2,1,250.0,175.0,0.0
363,10240,9,1,85.0,43.0,0.05
364,10241,1,1,850.0,610.0,0.1
365,10242,4,1,115.0,62.0,0.0
366,10243,11,1,48.0,22.0,0.0
367,10244,1,1,850.0,610.0,0.0
368,10244,4,3,115.0,62.0,0.0
369,10244,12,1,18.0,7.0,0.0
370,10245,7,3,55.0,26.0,0.0
371,10245,5,3,280.0,175.0,0.1
372,10246,4,1,115.0,62.0,0.05
373,10246,12,1,18.0,7.0,0.2
374,10247,2,2,250.0,175.0,0.05
375,10247,3,1,380.0,270.0,0.0
376,10247,11,1,48.0,22.0,0.0
377,10248,6,1,195.0,112.0,0.1
378,10248,7,1,55.0,26.0,0.0
379,10249,6,1,195.0,112.0,0.0
380,10250,12,1,18.0,7.0,0.0
381,10251,2,1,250.0,175.0,0.0
382,10252,11,1,48.0,22.0,0.15
383,10253,4,1,115.0,62.0,0.1
384,10253,11,1,48.0,22.0,0.0
385,10254,9,1,85.0,43.0,0.15
386,10255,8,1,70.0,33.0,0.0
387,10256,7,1,55.0,26.0,0.0
388,10256,9,1,85.0,43.0,0.1
389,10256,10,1,35.0,15.0,0.1
390,10257,2,1,250.0,175.0,0.05
391,10257,12,1,18.0,7.0,0.1
392,10258,3,1,380.0,270.0,0.15
393,10259,3,2,380.0,270.0,0.0
394,10260,2,1,250.0,175.0,0.05
395,10260,8,1,70.0,33.0,0.2
396,10261,2,1,250.0,175.0,0.0
397,10261,7,1,55.0,26.0,0.05
398,10261,8,2,70.0,33.0,0.0
399,10262,5,1,280.0,175.0,0.0
400,10263,9,2,85.0,43.0,0.0
401,10263,4,3,115.0,62.0,0.05
402,10264,9,1,85.0,43.0,0.15
403,10264,5,2,280.0,175.0,0.0
404,10265,8,1,70.0,33.0,0.0
405,10265,11,1,48.0,22.0,0.0
406,10266,3,1,380.0,270.0,0.2
407,10267,12,2,18.0,7.0,0.15
408,10268,8,1,70.0,33.0,0.2
409,10269,4,2,115.0,62.0,0.1
410,10270,6,2,195.0,112.0,0.0
411,10271,9,1,85.0,43.0,0.0
412,10272,7,1,55.0,26.0,0.0
413,10272,2,2,250.0,175.0,0.0
414,10273,10,2,35.0,15.0,0.05
415,10273,12,1,18.0,7.0,0.1
416,10274,5,1,280.0,175.0,0.0
417,10275,7,1,55.0,26.0,0.1
418,10276,10,1,35.0,15.0,0.0
419,10276,8,1,70.0,33.0,0.05
420,10277,5,2,280.0,175.0,0.0
421,10278,6,1,195.0,112.0,0.0
422,10279,7,1,55.0,26.0,0.2
423,10280,11,1,48.0,22.0,0.1
424,10281,7,1,55.0,26.0,0.05
425,10281,2,2,250.0,175.0,0.0
426,10281,11,2,48.0,22.0,0.1
427,10282,9,2,85.0,43.0,0.05
428,10282,7,2,55.0,26.0,0.0
429,10283,11,1,48.0,22.0,0.05
430,10284,4,2,115.0,62.0,0.15
431,10285,1,1,850.0,610.0,0.05
432,10286,11,1,48.0,22.0,0.05
433,10286,7,3,55.0,26.0,0.05
434,10287,1,1,850.0,610.0,0.0
435,10288,6,1,195.0,112.0,0.1
436,10289,10,2,35.0,15.0,0.05
437,10290,8,1,70.0,33.0,0.1
438,10290,12,1,18.0,7.0,0.0
439,10291,6,2,195.0,112.0,0.1
440,10292,5,1,280.0,175.0,0.05
441,10292,1,1,850.0,610.0,0.05
442,10293,8,1,70.0,33.0,0.1
443,10293,6,1,195.0,112.0,0.0
444,10294,8,1,70.0,33.0,0.05
445,10294,6,2,195.0,112.0,0.05
446,10294,5,1,280.0,175.0,0.0
447,10295,7,1,55.0,26.0,0.15
448,10296,8,1,70.0,33.0,0.0
449,10297,11,2,48.0,22.0,0.0
450,10298,5,2,280.0,175.0,0.1
451,10299,2,1,250.0,175.0,0.0
452,10299,12,1,18.0,7.0,0.05
453,10300,2,1,250.0,175.0,0.0
454,10301,10,2,35.0,15.0,0.0
455,10301,11,1,48.0,22.0,0.05
456,10302,10,2,35.0,15.0,0.1
457,10302,5,2,280.0,175.0,0.0
458,10302,12,1,18.0,7.0,0.0
459,10303,10,1,35.0,15.0,0.0
460,10303,4,1,115.0,62.0,0.1
461,10304,3,1,380.0,270.0,0.1
462,10305,11,2,48.0,22.0,0.1
463,10306,9,1,85.0,43.0,0.1
464,10306,11,1,48.0,22.0,0.05
465,10306,12,3,18.0,7.0,0.0
466,10307,2,2,250.0,175.0,0.15
467,10308,7,1,55.0,26.0,0.1
468,10308,5,1,280.0,175.0,0.0
469,10309,10,1,35.0,15.0,0.05
470,10310,6,1,195.0,112.0,0.0
471,10311,4,2,115.0,62.0,0.0
472,10312,10,1,35.0,15.0,0.0
473,10313,7,1,55.0,26.0,0.0
474,10313,5,1,280.0,175.0,0.1
475,10314,5,2,280.0,175.0,0.1
476,10314,8,1,70.0,33.0,0.1
477,10314,4,2,115.0,62.0,0.0
478,10315,3,1,380.0,270.0,0.1
479,10315,5,1,280.0,175.0,0.05
480,10316,7,1,55.0,26.0,0.2
481,10317,9,1,85.0,43.0,0.2
482,10317,8,1,70.0,33.0,0.1
483,10317,7,1,55.0,26.0,0.0
484,10318,4,2,115.0,62.0,0.0
485,10319,10,3,35.0,15.0,0.2
486,10319,8,1,70.0,33.0,0.0
487,10320,6,1,195.0,112.0,0.1
488,10321,11,1,48.0,22.0,0.1
489,10321,5,1,280.0,175.0,0.15
490,10322,8,2,70.0,33.0,0.05
491,10323,10,1,35.0,15.0,0.05
492,10323,11,1,48.0,22.0,0.0
493,10323,4,1,115.0,62.0,0.05
494,10324,5,1,280.0,175.0,0.0
495,10324,7,1,55.0,26.0,0.05
496,10325,12,2,18.0,7.0,0.0
497,10326,4,1,115.0,62.0,0.0
498,10326,1,1,850.0,610.0,0.0
499,10327,9,2,85.0,43.0,0.2
500,10328,1,1,850.0,610.0,0.05
501,10329,1,1,850.0,610.0,0.05
502,10329,11,1,48.0,22.0,0.1
503,10330,6,1,195.0,112.0,0.0
504,10331,1,1,850.0,610.0,0.15
505,10331,11,1,48.0,22.0,0.1
506,10331,12,1,18.0,7.0,0.15
507,10332,7,3,55.0,26.0,0.15
508,10332,4,2,115.0,62.0,0.1
509,10333,8,2,70.0,33.0,0.0
510,10334,10,2,35.0,15.0,0.15
511,10334,5,2,280.0,175.0,0.0
512,10334,7,2,55.0,26.0,0.0
513,10335,7,1,55.0,26.0,0.15
514,10335,5,1,280.0,175.0,0.0
515,10336,2,1,250.0,175.0,0.05
516,10336,3,1,380.0,270.0,0.0
517,10337,11,1,48.0,22.0,0.1
518,10337,9,1,85.0,43.0,0.15
519,10338,4,1,115.0,62.0,0.1
520,10339,3,1,380.0,270.0,0.15
521,10340,10,3,35.0,15.0,0.0
522,10341,2,2,250.0,175.0,0.0
523,10341,4,1,115.0,62.0,0.0
524,10342,1,2,850.0,610.0,0.15
525,10342,10,2,35.0,15.0,0.15
526,10343,5,1,280.0,175.0,0.0
527,10343,1,1,850.0,610.0,0.1
528,10344,6,1,195.0,112.0,0.0
529,10344,12,1,18.0,7.0,0.1
530,10344,2,2,250.0,175.0,0.15
531,10345,3,2,380.0,270.0,0.0
532,10346,4,2,115.0,62.0,0.0
533,10347,6,1,195.0,112.0,0.1
534,10347,8,1,70.0,33.0,0.2
535,10348,5,2,280.0,175.0,0.1
536,10348,4,1,115.0,62.0,0.0
537,10349,11,2,48.0,22.0,0.05
538,10350,6,1,195.0,112.0,0.05
539,10351,2,1,250.0,175.0,0.0
540,10352,12,1,18.0,7.0,0.0
541,10352,2,1,250.0,175.0,0.1
542,10353,12,1,18.0,7.0,0.0
543,10354,8,1,70.0,33.0,0.1
544,10355,6,1,195.0,112.0,0.1
545,10355,4,1,115.0,62.0,0.1
546,10356,3,1,380.0,270.0,0.15
547,10357,11,1,48.0,22.0,0.0
548,10357,2,2,250.0,175.0,0.0
549,10357,8,1,70.0,33.0,0.0
550,10358,11,1,48.0,22.0,0.0
551,10359,11,1,48.0,22.0,0.15
552,10360,3,1,380.0,270.0,0.1
553,10360,6,1,195.0,112.0,0.05
554,10361,6,1,195.0,112.0,0.05
555,10361,10,2,35.0,15.0,0.1
556,10362,10,2,35.0,15.0,0.1
557,10362,5,1,280.0,175.0,0.0
558,10363,10,1,35.0,15.0,0.1
559,10364,12,1,18.0,7.0,0.1
560,10364,3,2,380.0,270.0,0.15
561,10365,2,1,250.0,175.0,0.0
562,10365,4,3,115.0,62.0,0.05
563,10366,11,2,48.0,22.0,0.05
564,10367,8,2,70.0,33.0,0.0
565,10367,9,1,85.0,43.0,0.0
566,10368,2,1,250.0,175.0,0.0
567,10369,11,1,48.0,22.0,0.0
568,10370,1,1,850.0,610.0,0.2
569,10371,3,1,380.0,270.0,0.0
570,10371,4,2,115.0,62.0,0.05
571,10371,8,1,70.0,33.0,0.0
572,10372,11,1,48.0,22.0,0.0
573,10372,4,2,115.0,62.0,0.0
574,10373,1,3,850.0,610.0,0.0
575,10374,10,1,35.0,15.0,0.05
576,10374,7,1,55.0,26.0,0.0
577,10374,2,1,250.0,175.0,0.1
578,10375,9,1,85.0,43.0,0.15
579,10376,2,1,250.0,175.0,0.2
580,10376,11,1,48.0,22.0,0.15
581,10376,1,2,850.0,610.0,0.0
582,10377,6,1,195.0,112.0,0.0
583,10377,9,1,85.0,43.0,0.0
584,10377,8,1,70.0,33.0,0.05
585,10378,11,2,48.0,22.0,0.05
586,10378,4,2,115.0,62.0,0.2
587,10378,3,2,380.0,270.0,0.05
588,10379,12,1,18.0,7.0,0.0
589,10380,11,2,48.0,22.0,0.0
590,10381,4,1,115.0,62.0,0.1
591,10382,6,2,195.0,112.0,0.0
592,10382,12,1,18.0,7.0,0.1
593,10382,3,1,380.0,270.0,0.05
594,10383,6,1,195.0,112.0,0.0
595,10383,4,1,115.0,62.0,0.0
596,10384,9,1,85.0,43.0,0.05
597,10384,7,1,55.0,26.0,0.1
598,10385,2,1,250.0,175.0,0.1
599,10385,8,3,70.0,33.0,0.0
600,10385,10,1,35.0,15.0,0.1
601,10386,4,1,115.0,62.0,0.2
602,10387,8,1,70.0,33.0,0.1
603,10388,6,2,195.0,112.0,0.05
604,10389,9,1,85.0,43.0,0.0
605,10389,8,1,70.0,33.0,0.05
606,10389,10,3,35.0,15.0,0.0
607,10390,2,1,250.0,175.0,0.2
608,10390,5,3,280.0,175.0,0.1
609,10391,3,3,380.0,270.0,0.05
610,10392,4,2,115.0,62.0,0.1
611,10393,5,2,280.0,175.0,0.05
612,10393,12,3,18.0,7.0,0.0
613,10394,8,1,70.0,33.0,0.0
614,10394,9,1,85.0,43.0,0.0
615,10395,12,1,18.0,7.0,0.0
616,10396,12,1,18.0,7.0,0.15
617,10397,8,1,70.0,33.0,0.0
618,10398,2,1,250.0,175.0,0.0
619,10398,4,1,115.0,62.0,0.0
620,10399,11,1,48.0,22.0,0.1
621,10400,3,1,380.0,270.0,0.05
622,10400,6,2,195.0,112.0,0.05
623,10401,10,1,35.0,15.0,0.0
624,10402,6,3,195.0,112.0,0.0
625,10402,11,2,48.0,22.0,0.05
626,10402,4,1,115.0,62.0,0.1
627,10403,12,2,18.0,7.0,0.0
628,10404,2,1,250.0,175.0,0.0
629,10405,10,1,35.0,15.0,0.1
630,10405,3,2,380.0,270.0,0.15
631,10405,12,1,18.0,7.0,0.05
632,10406,10,1,35.0,15.0,0.0
633,10406,1,1,850.0,610.0,0.0
634,10406,2,1,250.0,175.0,0.1
635,10407,9,1,85.0,43.0,0.15
636,10408,7,1,55.0,26.0,0.0
637,10409,1,1,850.0,610.0,0.1
638,10410,9,2,85.0,43.0,0.0
639,10411,12,1,18.0,7.0,0.0
640,10412,1,1,850.0,610.0,0.0
641,10412,4,1,115.0,62.0,0.05
642,10412,3,1,380.0,270.0,0.05
643,10413,7,1,55.0,26.0,0.05
644,10414,12,1,18.0,7.0,0.1
645,10414,9,1,85.0,43.0,0.1
646,10415,3,1,380.0,270.0,0.0
647,10415,4,1,115.0,62.0,0.1
648,10416,2,1,250.0,175.0,0.0
649,10416,7,2,55.0,26.0,0.05
650,10417,3,2,380.0,270.0,0.0
651,10417,11,2,48.0,22.0,0.05
652,10418,10,1,35.0,15.0,0.0
653,10419,2,2,250.0,175.0,0.05
654,10420,7,1,55.0,26.0,0.0
655,10421,10,2,35.0,15.0,0.05
656,10421,3,1,380.0,270.0,0.05
657,10422,5,2,280.0,175.0,0.1
658,10423,6,1,195.0,112.0,0.15
659,10423,5,1,280.0,175.0,0.0
660,10423,3,1,380.0,270.0,0.0
661,10424,6,2,195.0,112.0,0.0
662,10424,10,2,35.0,15.0,0.1
