order_id,customer_id,order_date,status
10141,123,2024-03-13,Completed
10142,159,2024-03-07,Completed
10143,42,2024-03-26,Completed
10144,68,2024-03-21,Completed
10145,123,2024-03-28,Completed
10146,155,2024-03-09,Completed
10147,174,2024-03-06,Completed
10148,184,2024-03-18,Completed
10149,57,2024-03-22,Completed
10150,138,2024-03-28,Completed
10151,2,2024-03-31,Completed
10152,13,2024-03-24,Completed
10153,88,2024-03-27,Completed
10154,123,2024-03-20,Completed
10155,158,2024-03-04,Completed
10156,178,2024-03-10,Completed
10157,192,2024-03-20,Completed
10158,224,2024-03-18,Completed
10159,49,2024-03-26,Completed
10160,191,2024-03-21,Completed
10161,51,2024-03-21,Completed
10162,15,2024-03-15,Completed
10163,91,2024-04-28,Completed
10164,189,2024-04-11,Completed
10165,18,2024-04-30,Completed
10166,159,2024-04-24,Returned
10167,144,2024-04-04,Completed
10168,125,2024-04-12,Completed
10169,213,2024-04-16,Cancelled
10170,211,2024-04-17,Completed
10171,76,2024-04-30,Completed
10172,10,2024-04-16,Completed
10173,2,2024-04-21,Completed
10174,233,2024-04-25,Cancelled
10175,23,2024-04-09,Completed
10176,106,2024-04-02,Completed
10177,178,2024-04-29,Completed
10178,192,2024-04-22,Completed
10179,15,2024-04-23,Cancelled
10180,92,2024-04-13,Cancelled
10181,91,2024-04-06,Completed
10182,15,2024-04-12,Cancelled
10183,8,2024-04-20,Completed
10184,255,2024-04-25,Completed
10185,193,2024-04-11,Completed
10186,58,2024-04-14,Completed
10187,233,2024-04-17,Cancelled
10188,248,2024-04-01,Completed
10189,86,2024-04-19,Completed
10190,80,2024-04-30,Completed
10191,23,2024-04-18,Completed
10192,144,2024-04-28,Cancelled
10193,23,2024-04-02,Cancelled
10194,125,2024-04-18,Cancelled
10195,93,2024-04-05,Completed
10196,210,2024-04-15,Completed
10197,86,2024-04-25,Completed
10198,144,2024-04-04,Returned
10199,147,2024-04-25,Completed
10200,126,2024-04-27,Completed
10201,175,2024-04-15,Returned
10202,32,2024-04-07,Completed
10203,14,2024-04-01,Completed
10204,125,2024-04-17,Completed
10205,137,2024-04-28,Completed
10206,220,2024-04-12,Completed
10207,123,2024-04-06,Cancelled
10208,137,2024-04-22,Completed
10209,213,2024-04-03,Completed
10210,67,2024-04-19,Completed
10211,254,2024-04-06,Returned
10212,85,2024-04-26,Completed
10213,206,2024-04-22,Completed
10214,216,2024-04-27,Completed
10215,18,2024-04-08,Cancelled
10216,32,2024-04-21,Completed
10217,38,2024-05-19,Completed
10218,249,2024-05-31,Completed
10219,126,2024-05-22,Returned
10220,216,2024-05-24,Completed
10221,32,2024-05-22,Completed
10222,84,2024-05-05,Completed
10223,18,2024-05-11,Completed
10224,189,2024-05-24,Completed
10225,1,2024-05-03,Completed
10226,102,2024-05-21,Cancelled
10227,55,2024-05-24,Completed
10228,69,2024-05-27,Completed
10229,74,2024-05-27,Completed
10230,68,2024-05-25,Completed
10231,130,2024-05-08,Completed
10232,85,2024-05-14,Completed
10233,40,2024-05-30,Completed
10234,246,2024-05-11,Completed
10235,49,2024-05-02,Completed
10236,144,2024-05-09,Completed
10237,220,2024-05-21,Completed
10238,78,2024-05-27,Completed
10239,212,2024-05-20,Completed
10240,84,2024-05-14,Completed
10241,144,2024-05-23,Cancelled
10242,116,2024-05-19,Completed
10243,248,2024-05-12,Completed
10244,234,2024-05-26,Completed
10245,136,2024-05-29,Cancelled
10246,125,2024-05-17,Completed
10247,136,2024-05-12,Completed
10248,210,2024-05-20,Returned
10249,174,2024-05-28,Completed
10250,18,2024-05-07,Completed
10251,155,2024-05-02,Completed
10252,85,2024-05-27,Completed
10253,2,2024-05-11,Completed
10254,192,2024-05-14,Cancelled
10255,31,2024-05-07,Completed
10256,45,2024-05-24,Completed
10257,36,2024-05-01,Completed
10258,158,2024-05-11,Completed
10259,67,2024-05-25,Completed
10260,139,2024-05-01,Completed
10261,23,2024-05-29,Completed
10262,248,2024-05-24,Completed
10263,178,2024-05-23,Completed
10264,67,2024-05-02,Cancelled
10265,137,2024-05-12,Completed
10266,234,2024-05-20,Completed
10267,18,2024-05-05,Completed
10268,174,2024-05-09,Completed
10269,65,2024-05-23,Completed
10270,74,2024-05-14,Completed
10271,76,2024-06-30,Completed
10272,88,2024-06-04,Completed
10273,220,2024-06-04,Completed
10274,38,2024-06-21,Completed
10275,58,2024-06-04,Completed
10276,136,2024-06-15,Completed
10277,26,2024-06-19,Completed
10278,193,2024-06-15,Completed
10279,218,2024-06-26,Completed
10280,158,2024-06-18,Completed
10281,218,2024-06-21,Cancelled
10282,20,2024-06-29,Completed
10283,74,2024-06-03,Completed
10284,175,2024-06-02,Completed
10285,157,2024-06-13,Completed
10286,176,2024-06-16,Completed
10287,101,2024-06-19,Completed
10288,197,2024-06-14,Completed
10289,187,2024-06-14,Cancelled
10290,139,2024-06-02,Returned
10291,217,2024-06-28,Completed
10292,32,2024-06-06,Cancelled
10293,155,2024-06-23,Completed
10294,155,2024-06-01,Completed
10295,136,2024-06-08,Completed
10296,233,2024-06-08,Completed
10297,136,2024-06-21,Completed
10298,27,2024-06-29,Completed
10299,157,2024-06-08,Completed
10300,178,2024-06-16,Cancelled
10301,67,2024-06-28,Completed
10302,176,2024-06-12,Completed
10303,29,2024-06-21,Completed
10304,155,2024-06-29,Cancelled
10305,169,2024-06-30,Completed
10306,40,2024-06-12,Completed
10307,38,2024-06-17,Completed
10308,57,2024-06-23,Completed
10309,138,2024-06-15,Completed
10310,236,2024-06-28,Completed
10311,184,2024-06-10,Cancelled
10312,51,2024-06-10,Completed
10313,118,2024-06-28,Completed
10314,145,2024-06-05,Cancelled
10315,22,2024-06-28,Cancelled
10316,16,2024-06-11,Completed
10317,123,2024-06-06,Completed
10318,14,2024-06-01,Completed
10319,104,2024-06-19,Completed
10320,144,2024-06-17,Completed
10321,225,2024-06-04,Completed
10322,129,2024-06-30,Completed
10323,233,2024-06-16,Completed
10324,97,2024-06-07,Completed
10325,106,2024-07-21,Completed
10326,41,2024-07-23,Completed
10327,26,2024-07-23,Cancelled
10328,155,2024-07-04,Completed
10329,15,2024-07-03,Completed
10330,23,2024-07-25,Completed
10331,209,2024-07-05,Completed
10332,191,2024-07-20,Completed
10333,101,2024-07-15,Completed
10334,58,2024-07-14,Completed
10335,255,2024-07-26,Completed
10336,61,2024-07-27,Completed
10337,175,2024-07-04,Completed
10338,249,2024-07-05,Completed
10339,184,2024-07-13,Completed
10340,99,2024-07-08,Completed
10341,85,2024-07-02,Completed
10342,15,2024-07-10,Completed
10343,71,2024-07-12,Completed
10344,85,2024-07-20,Completed
10345,217,2024-07-13,Completed
10346,67,2024-07-04,Completed
10347,137,2024-07-29,Cancelled
10348,236,2024-07-13,Completed
10349,208,2024-07-26,Returned
10350,142,2024-07-13,Completed
10351,82,2024-07-25,Returned
10352,97,2024-07-23,Completed
10353,91,2024-07-01,Completed
10354,249,2024-07-05,Completed
10355,32,2024-07-03,Completed
10356,82,2024-07-28,Completed
10357,10,2024-07-08,Completed
10358,82,2024-07-02,Completed
10359,65,2024-07-06,Completed
10360,45,2024-07-01,Completed
10361,136,2024-07-25,Completed
10362,158,2024-07-02,Completed
10363,217,2024-07-22,Completed
10364,46,2024-07-30,Cancelled
10365,46,2024-07-16,Cancelled
10366,41,2024-07-10,Completed
10367,155,2024-07-07,Completed
10368,241,2024-07-26,Completed
10369,10,2024-07-22,Completed
10370,61,2024-07-10,Completed
10371,93,2024-07-21,Completed
10372,147,2024-07-25,Returned
10373,184,2024-07-23,Completed
10374,57,2024-07-12,Cancelled
10375,189,2024-07-02,Completed
10376,65,2024-07-29,Cancelled
10377,34,2024-07-14,Completed
10378,246,2024-07-20,Cancelled
10379,44,2024-08-17,Completed
10380,176,2024-08-15,Completed
10381,82,2024-08-20,Completed
10382,246,2024-08-20,Cancelled
10383,65,2024-08-22,Completed
10384,193,2024-08-26,Completed
10385,192,2024-08-15,Completed
10386,1,2024-08-01,Returned
10387,102,2024-08-15,Completed
10388,67,2024-08-21,Completed
10389,159,2024-08-16,Completed
10390,18,2024-08-27,Completed
10391,23,2024-08-25,Completed
10392,233,2024-08-20,Completed
10393,10,2024-08-21,Completed
10394,189,2024-08-26,Completed
10395,189,2024-08-31,Completed
10396,157,2024-08-27,Completed
10397,32,2024-08-08,Completed
10398,244,2024-08-11,Completed
10399,45,2024-08-01,Completed
10400,135,2024-08-05,Completed
10401,125,2024-08-15,Completed
10402,88,2024-08-06,Completed
10403,246,2024-08-29,Completed
10404,16,2024-08-17,Completed
10405,174,2024-08-19,Completed
10406,102,2024-08-30,Completed
10407,34,2024-08-15,Completed
10408,51,2024-08-27,Completed
10409,139,2024-08-09,Completed
10410,77,2024-08-29,Completed
10411,34,2024-08-09,Completed
10412,129,2024-08-27,Completed
10413,208,2024-08-04,Completed
10414,23,2024-08-01,Cancelled
10415,76,2024-08-11,Completed
10416,29,2024-08-10,Completed
10417,13,2024-08-08,Cancelled
10418,245,2024-08-29,Completed
10419,193,2024-08-07,Completed
10420,255,2024-08-28,Completed
10421,65,2024-08-25,Completed
10422,233,2024-08-18,Returned
10423,217,2024-08-10,Completed
10424,86,2024-08-03,Completed
10425,174,2024-08-02,Completed
10426,98,2024-08-26,Completed
10427,76,2024-08-05,Completed
10428,138,2024-08-31,Completed
10429,230,2024-08-13,Completed
10430,230,2024-08-10,Completed
10431,225,2024-08-11,Completed
10432,216,2024-08-03,Completed
10433,212,2024-09-22,Returned
10434,145,2024-09-10,Completed
10435,181,2024-09-07,Cancelled
10436,175,2024-09-09,Completed
10437,141,2024-09-17,Completed
10438,139,2024-09-17,Completed
10439,10,2024-09-14,Completed
10440,15,2024-09-23,Completed
10441,233,2024-09-27,Completed
10442,93,2024-09-09,Completed
10443,244,2024-09-11,Completed
10444,192,2024-09-02,Completed
10445,174,2024-09-09,Completed
10446,141,2024-09-07,Completed
10447,82,2024-09-19,Completed
10448,147,2024-09-27,Completed
10449,255,2024-09-18,Completed
10450,197,2024-09-20,Completed
10451,57,2024-09-14,Completed
10452,51,2024-09-19,Completed
10453,156,2024-09-18,Returned
10454,49,2024-09-07,Cancelled
10455,2,2024-09-26,Completed
10456,8,2024-09-15,Completed
10457,230,2024-09-06,Completed
10458,118,2024-09-03,Cancelled
10459,135,2024-09-04,Completed
10460,225,2024-09-14,Completed
10461,40,2024-09-24,Cancelled
10462,67,2024-09-13,Completed
10463,65,2024-09-12,Completed
10464,176,2024-09-13,Completed
10465,80,2024-09-27,Completed
10466,234,2024-09-26,Cancelled
10467,15,2024-09-13,Completed
10468,156,2024-09-08,Completed
10469,208,2024-09-09,Completed
10470,123,2024-09-27,Completed
10471,10,2024-09-05,Cancelled
10472,97,2024-09-13,Completed
10473,31,2024-09-02,Returned
10474,126,2024-09-07,Completed
10475,176,2024-09-28,Cancelled
10476,141,2024-09-07,Completed
10477,5,2024-09-03,Completed
10478,123,2024-09-20,Completed
10479,236,2024-09-18,Completed
10480,255,2024-09-17,Completed
10481,126,2024-09-03,Completed
10482,125,2024-09-30,Cancelled
10483,15,2024-09-25,Completed
10484,45,2024-09-10,Completed
10485,244,2024-09-22,Completed
10486,137,2024-09-30,Completed
10487,5,2024-10-02,Completed
10488,204,2024-10-22,Completed
10489,27,2024-10-04,Completed
10490,257,2024-10-07,Completed
10491,225,2024-10-14,Cancelled
10492,155,2024-10-13,Cancelled
10493,38,2024-10-06,Cancelled
10494,78,2024-10-09,Completed
10495,185,2024-10-30,Cancelled
10496,1,2024-10-03,Cancelled
10497,257,2024-10-21,Completed
10498,257,2024-10-07,Completed
10499,220,2024-10-05,Completed
10500,99,2024-10-21,Completed
10501,136,2024-10-26,Completed
10502,69,2024-10-20,Completed
10503,44,2024-10-24,Completed
10504,80,2024-10-11,Completed
10505,191,2024-10-31,Cancelled
10506,254,2024-10-21,Completed
10507,49,2024-10-04,Completed
10508,157,2024-10-20,Completed
10509,133,2024-10-10,Completed
10510,38,2024-10-07,Completed
10511,135,2024-10-12,Completed
10512,77,2024-10-20,Completed
10513,249,2024-10-20,Completed
10514,217,2024-10-15,Completed
10515,125,2024-10-20,Completed
10516,45,2024-10-21,Completed
10517,32,2024-10-22,Completed
10518,101,2024-10-18,Completed
10519,184,2024-10-12,Completed
10520,50,2024-10-21,Completed
10521,92,2024-10-18,Completed
10522,93,2024-10-25,Cancelled
10523,204,2024-10-08,Completed
10524,77,2024-10-07,Completed
10525,10,2024-10-17,Completed
10526,217,2024-10-05,Completed
10527,38,2024-10-09,Cancelled
10528,71,2024-10-01,Completed
10529,175,2024-10-06,Completed
10530,178,2024-10-04,Cancelled
10531,135,2024-10-23,Completed
10532,14,2024-10-26,Completed
10533,84,2024-10-28,Completed
10534,230,2024-10-23,Cancelled
10535,175,2024-10-28,Completed
10536,16,2024-10-19,Cancelled
10537,16,2024-10-20,Completed
10538,212,2024-10-22,Completed
10539,102,2024-10-21,Completed
10540,156,2024-10-06,Completed
10541,5,2024-11-21,Completed
10542,192,2024-11-03,Returned
10543,101,2024-11-14,Completed
10544,137,2024-11-12,Completed
10545,26,2024-11-27,Completed
10546,92,2024-11-01,Completed
10547,239,2024-11-13,Completed
10548,135,2024-11-13,Completed
10549,101,2024-11-21,Completed
10550,101,2024-11-18,Completed
10551,242,2024-11-04,Completed
10552,190,2024-11-17,Completed
10553,217,2024-11-18,Completed
10554,89,2024-11-13,Completed
10555,44,2024-11-02,Completed
10556,14,2024-11-25,Completed
10557,175,2024-11-19,Completed
10558,187,2024-11-13,Completed
10559,13,2024-11-06,Completed
10560,144,2024-11-03,Cancelled
10561,49,2024-11-11,Completed
10562,77,2024-11-03,Completed
10563,158,2024-11-23,Completed
10564,197,2024-11-12,Completed
10565,216,2024-11-12,Completed
10566,144,2024-11-15,Completed
10567,80,2024-11-27,Completed
10568,46,2024-11-28,Completed
10569,213,2024-11-23,Completed
10570,239,2024-11-14,Completed
10571,20,2024-11-07,Completed
10572,58,2024-11-02,Completed
10573,137,2024-11-15,Returned
10574,104,2024-11-18,Completed
10575,193,2024-11-23,Completed
10576,218,2024-11-14,Completed
10577,245,2024-11-05,Returned
10578,32,2024-11-11,Completed
10579,84,2024-11-23,Cancelled
10580,191,2024-11-13,Completed
10581,82,2024-11-23,Completed
10582,65,2024-11-04,Completed
10583,18,2024-11-19,Completed
10584,136,2024-11-04,Completed
10585,142,2024-11-28,Completed
10586,118,2024-11-08,Completed
10587,254,2024-11-04,Completed
10588,208,2024-11-03,Completed
10589,241,2024-11-28,Cancelled
10590,78,2024-11-08,Completed
10591,156,2024-11-28,Completed
10592,155,2024-11-16,Completed
10593,176,2024-11-09,Completed
10594,176,2024-11-20,Completed
10595,120,2024-12-14,Completed
10596,58,2024-12-22,Completed
10597,35,2024-12-10,Completed
10598,40,2024-12-01,Returned
10599,85,2024-12-20,Completed
10600,213,2024-12-12,Cancelled
10601,34,2024-12-11,Returned
10602,86,2024-12-06,Completed
10603,139,2024-12-08,Completed
10604,40,2024-12-09,Cancelled
10605,163,2024-12-19,Returned
10606,242,2024-12-25,Completed
10607,242,2024-12-26,Completed
10608,118,2024-12-30,Completed
10609,159,2024-12-25,Completed
10610,74,2024-12-17,Completed
10611,244,2024-12-21,Completed
10612,245,2024-12-27,Completed
10613,40,2024-12-23,Completed
10614,156,2024-12-12,Cancelled
10615,73,2024-12-25,Completed
10616,37,2024-12-13,Completed
10617,8,2024-12-10,Completed
10618,145,2024-12-03,Completed
10619,49,2024-12-06,Completed
10620,139,2024-12-09,Completed
10621,86,2024-12-22,Completed
10622,248,2024-12-15,Completed
10623,73,2024-12-22,Completed
10624,257,2024-12-03,Completed
10625,71,2024-12-12,Completed
10626,235,2024-12-23,Completed
10627,91,2024-12-17,Completed
10628,104,2024-12-24,Completed
10629,28,2024-12-14,Completed
10630,49,2024-12-06,Completed
10631,20,2024-12-16,Completed
10632,175,2024-12-12,Completed
10633,20,2024-12-17,Completed
10634,38,2024-12-09,Cancelled
10635,208,2024-12-18,Completed
10636,123,2024-12-18,Completed
10637,36,2024-12-06,Completed
10638,104,2024-12-18,Completed
10639,137,2024-12-26,Cancelled
10640,139,2024-12-05,Cancelled
10641,67,2024-12-27,Completed
10642,193,2024-12-08,Returned
10643,216,2024-12-03,Completed
10644,87,2024-12-27,Completed
10645,190,2024-12-22,Completed
10646,34,2024-12-18,Completed
10647,158,2024-12-09,Completed
10648,135,2024-12-02,Completed
10649,42,2025-01-01,Completed
10650,78,2025-01-08,Completed
10651,147,2025-01-21,Completed
10652,224,2025-01-22,Completed
10653,91,2025-01-06,Completed
10654,140,2025-01-13,Completed
10655,145,2025-01-27,Completed
10656,155,2025-01-31,Cancelled
10657,1,2025-01-06,Completed
10658,204,2025-01-29,Completed
10659,133,2025-01-29,Completed
10660,125,2025-01-11,Completed
10661,80,2025-01-23,Completed
10662,84,2025-01-10,Completed
10663,136,2025-01-05,Completed
10664,61,2025-01-11,Returned
10665,141,2025-01-03,Completed
10666,16,2025-01-23,Completed
10667,178,2025-01-20,Cancelled
10668,142,2025-01-08,Completed
10669,82,2025-01-26,Cancelled
10670,14,2025-01-06,Completed
10671,13,2025-01-21,Completed
10672,138,2025-01-16,Completed
10673,85,2025-01-28,Completed
10674,88,2025-01-26,Completed
10675,58,2025-01-30,Completed
10676,216,2025-01-20,Cancelled
10677,181,2025-01-31,Completed
10678,68,2025-01-13,Completed
10679,86,2025-01-22,Completed
10680,139,2025-01-04,Returned
10681,211,2025-01-19,Completed
10682,136,2025-01-25,Completed
10683,171,2025-01-11,Completed
10684,99,2025-01-17,Completed
10685,104,2025-01-14,Completed
10686,88,2025-01-28,Completed
10687,51,2025-01-09,Completed
10688,107,2025-01-09,Completed
10689,22,2025-01-11,Completed
10690,178,2025-01-08,Cancelled
10691,89,2025-01-30,Completed
10692,144,2025-01-28,Completed
10693,257,2025-01-15,Completed
10694,138,2025-01-16,Completed
10695,120,2025-01-22,Completed
10696,169,2025-01-28,Returned
10697,82,2025-01-22,Completed
10698,212,2025-01-12,Completed
10699,123,2025-01-18,Completed
10700,144,2025-01-01,Completed
10701,57,2025-01-17,Completed
10702,233,2025-01-22,Completed
10703,189,2025-01-02,Completed
10704,133,2025-01-19,Completed
10705,142,2025-01-19,Completed
10706,141,2025-01-15,Completed
10707,86,2025-01-06,Cancelled
10708,137,2025-01-24,Completed
10709,246,2025-01-01,Completed
10710,49,2025-01-25,Completed
10711,244,2025-01-29,Completed
10712,187,2025-01-12,Completed
10713,97,2025-01-01,Completed
10714,36,2025-01-28,Completed
10715,58,2025-01-05,Completed
10716,80,2025-01-05,Completed
10717,78,2025-01-25,Completed
10718,242,2025-01-27,Completed
10719,137,2025-01-19,Returned
10720,69,2025-01-20,Completed
10721,15,2025-02-11,Completed
10722,235,2025-02-12,Returned
10723,225,2025-02-28,Completed
10724,181,2025-02-01,Completed
10725,49,2025-02-06,Completed
10726,155,2025-02-09,Completed
10727,77,2025-02-08,Completed
10728,113,2025-02-19,Completed
10729,130,2025-02-23,Completed
10730,77,2025-02-10,Completed
10731,80,2025-02-27,Cancelled
10732,61,2025-02-22,Returned
10733,197,2025-02-07,Completed
10734,55,2025-02-06,Completed
10735,139,2025-02-11,Completed
10736,106,2025-02-27,Completed
10737,234,2025-02-27,Completed
10738,156,2025-02-04,Completed
10739,99,2025-02-11,Completed
10740,230,2025-02-26,Completed
10741,92,2025-02-12,Completed
10742,44,2025-02-13,Completed
10743,27,2025-02-20,Completed
10744,126,2025-02-13,Completed
10745,191,2025-02-04,Completed
10746,49,2025-02-27,Completed
10747,106,2025-02-24,Completed
10748,244,2025-02-06,Completed
10749,2,2025-02-22,Completed
10750,78,2025-02-21,Completed
10751,249,2025-02-23,Completed
10752,68,2025-02-07,Completed
10753,209,2025-02-04,Completed
10754,46,2025-02-19,Completed
10755,213,2025-02-25,Completed
10756,242,2025-02-20,Cancelled
10757,51,2025-02-16,Returned
10758,147,2025-02-17,Completed
10759,158,2025-02-17,Returned
10760,229,2025-02-07,Completed
10761,127,2025-02-27,Completed
10762,91,2025-02-23,Completed
10763,138,2025-02-08,Completed
10764,86,2025-02-22,Completed
10765,23,2025-02-22,Completed
10766,133,2025-02-21,Cancelled
10767,40,2025-02-11,Completed
10768,193,2025-02-22,Completed
10769,85,2025-02-28,Completed
10770,116,2025-02-16,Completed
10771,5,2025-02-17,Completed
10772,40,2025-02-04,Completed
10773,129,2025-02-23,Completed
10774,8,2025-02-16,Completed
10775,169,2025-02-14,Returned
10776,220,2025-02-27,Completed
10777,213,2025-02-08,Completed
10778,241,2025-02-13,Returned
10779,58,2025-02-03,Completed
10780,32,2025-02-06,Completed
10781,99,2025-02-19,Cancelled
10782,88,2025-02-25,Completed
10783,74,2025-02-07,Completed
10784,153,2025-02-07,Completed
10785,253,2025-02-06,Completed
10786,120,2025-02-04,Completed
10787,107,2025-02-15,Completed
10788,137,2025-02-13,Completed
10789,169,2025-02-20,Completed
10790,20,2025-02-16,Completed
10791,127,2025-02-21,Cancelled
10792,208,2025-02-01,Completed
10793,241,2025-03-29,Completed
10794,241,2025-03-23,Completed
10795,35,2025-03-31,Completed
10796,241,2025-03-29,Completed
10797,92,2025-03-26,Completed
10798,7,2025-03-19,Completed
10799,76,2025-03-16,Completed
10800,2,2025-03-31,Completed
10801,91,2025-03-17,Completed
10802,98,2025-03-20,Completed
10803,67,2025-03-07,Completed
10804,31,2025-03-14,Completed
10805,87,2025-03-06,Completed
10806,14,2025-03-18,Completed
10807,216,2025-03-21,Completed
10808,156,2025-03-20,Completed
10809,130,2025-03-20,Completed
10810,240,2025-03-17,Completed
10811,48,2025-03-07,Completed
10812,69,2025-03-03,Completed
10813,142,2025-03-12,Completed
10814,239,2025-03-22,Completed
10815,10,2025-03-10,Completed
10816,234,2025-03-15,Completed
10817,208,2025-03-08,Completed
10818,18,2025-03-18,Completed
10819,52,2025-03-07,Completed
10820,49,2025-03-21,Completed
10821,75,2025-03-09,Completed
10822,150,2025-03-09,Completed
10823,127,2025-03-19,Completed
10824,213,2025-03-27,Completed
10825,35,2025-03-12,Cancelled
10826,204,2025-03-01,Completed
10827,139,2025-03-27,Cancelled
10828,209,2025-03-01,Completed
10829,27,2025-03-11,Cancelled
10830,82,2025-03-03,Completed
10831,80,2025-03-16,Completed
10832,197,2025-03-12,Completed
10833,257,2025-03-19,Completed
10834,233,2025-03-19,Completed
10835,125,2025-03-19,Completed
10836,36,2025-03-10,Completed
10837,216,2025-03-20,Completed
10838,241,2025-03-04,Completed
10839,92,2025-03-27,Completed
10840,85,2025-03-31,Completed
10841,4,2025-03-15,Completed
10842,185,2025-03-01,Completed
10843,229,2025-03-09,Completed
10844,187,2025-03-25,Completed
10845,126,2025-03-11,Returned
10846,16,2025-03-05,Completed
10847,82,2025-03-14,Completed
10848,210,2025-03-29,Completed
10849,217,2025-03-18,Completed
10850,18,2025-03-07,Completed
10851,87,2025-03-17,Completed
10852,76,2025-03-17,Completed
10853,197,2025-03-21,Completed
10854,172,2025-03-26,Cancelled
10855,172,2025-03-09,Completed
10856,210,2025-03-10,Completed
10857,229,2025-03-29,Cancelled
10858,97,2025-03-02,Completed
10859,248,2025-03-16,Completed
10860,242,2025-03-28,Completed
